Date,Open,High,Low,Close,Adj Close,Volume
"Aug 10, 2017",226.24,226.35,223.85,223.93,194.8,3043300
"Aug 9, 2017",226.35,227.15,226,227.05,197.52,1536600
"Aug 8, 2017",227.34,228.62,226.73,227.18,197.63,1064700
"Aug 7, 2017",227.33,227.66,227.2,227.63,198.02,848500
"Aug 4, 2017",227.36,227.59,226.84,227.26,197.7,1039800
"Aug 3, 2017",227.18,227.18,226.55,226.88,197.37,1266400
"Aug 2, 2017",227.31,227.42,226.29,227.28,197.72,1889300
"Aug 1, 2017",227.3,227.32,226.68,227.15,197.61,1674500
"Jul 31, 2017",227.23,227.3,226.44,226.64,197.16,3020000
"Jul 28, 2017",226.54,226.92,226.09,226.77,197.27,2364100
"Jul 27, 2017",227.75,227.78,225.65,227.03,197.5,1834500
"Jul 26, 2017",227.57,227.59,226.98,227.3,197.74,1574100
"Jul 25, 2017",227.51,227.59,227.02,227.23,197.68,1349500
"Jul 24, 2017",226.67,226.83,226.22,226.69,197.21,1278200
"Jul 21, 2017",226.36,226.78,226.11,226.77,197.27,2461700
"Jul 20, 2017",227.13,227.25,226.4,226.93,197.41,1698100
"Jul 19, 2017",225.98,226.86,225.96,226.86,197.35,1255300
"Jul 18, 2017",225.13,225.69,224.73,225.67,196.32,3146500
"Jul 17, 2017",225.45,225.86,225.34,225.5,196.17,1176200
"Jul 14, 2017",224.52,225.9,224.39,225.47,196.14,1642400
"Jul 13, 2017",224.16,224.61,223.89,224.45,195.26,1485500
"Jul 12, 2017",223.47,224.28,223.47,224.07,194.93,1492100
"Jul 11, 2017",222.42,222.76,221.22,222.4,193.47,1638700
"Jul 10, 2017",222.2,222.99,222.04,222.57,193.62,1800100
"Jul 7, 2017",221.52,222.52,221.38,222.34,193.42,2148000
"Jul 6, 2017",222.16,222.25,220.72,220.94,192.2,2540700
"Jul 5, 2017",222.84,223.17,222,222.94,193.94,2043800
"Jul 3, 2017",223.09,223.53,222.47,222.55,193.6,1762500
"Jun 30, 2017",222.57,222.91,221.86,222.06,193.18,2982300
"Jun 29, 2017",223.81,223.92,220.42,221.69,192.86,4613000
"Jun 28, 2017",222.73,223.84,222.5,223.62,194.53,2875800
"Jun 27, 2017",223.21,223.52,221.63,221.66,192.83,3476700
"Jun 26, 2017",224,224.45,223.24,223.44,194.38,1321700
"Jun 23, 2017",1.01 Dividend,1.01 Dividend,1.01 Dividend,1.01 Dividend,1.01 Dividend,1.01 Dividend
"Jun 23, 2017",223.12,223.65,222.72,223.37,194.32,1257400
"Jun 22, 2017",224.17,224.66,223.87,224,193.99,1344400
"Jun 21, 2017",224.57,224.7,223.64,224.13,194.1,1422000
"Jun 20, 2017",225.36,225.36,224.18,224.22,194.18,1366000
"Jun 19, 2017",224.73,225.77,224.62,225.7,195.46,1433100
"Jun 16, 2017",224,224.06,222.94,223.87,193.87,1603600
"Jun 15, 2017",222.86,223.93,222.51,223.81,193.82,2170900
"Jun 14, 2017",224.82,224.84,223.38,224.26,194.21,1886000
"Jun 13, 2017",223.99,224.57,223.64,224.5,194.42,2170700
"Jun 12, 2017",223.21,223.48,222.51,223.41,193.48,1812100
"Jun 9, 2017",224.12,224.93,222.1,223.5,193.55,2117600
"Jun 8, 2017",223.82,224.31,223.24,223.76,193.78,1116100
"Jun 7, 2017",223.69,223.93,222.93,223.68,193.71,1328800
"Jun 6, 2017",223.37,223.95,223.2,223.31,193.39,1449400
"Jun 5, 2017",223.99,224.28,223.81,223.95,193.94,1831200
"Jun 2, 2017",223.48,224.32,223.17,224.1,194.07,1857600
"Jun 1, 2017",222.14,223.45,221.86,223.4,193.47,2112900
"May 31, 2017",222.04,222.08,220.92,221.67,191.97,2326200
"May 30, 2017",221.56,221.97,221.42,221.72,192.01,1511700
"May 26, 2017",221.76,222.07,221.67,221.93,192.19,1196000
"May 25, 2017",221.43,222.24,221.21,221.92,192.19,1564600
"May 24, 2017",220.64,221,220.28,220.89,191.29,1453900
